                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.55367,                 0.3758,                 2.2689,                0.95472,                0.98923,                0.98749,                 0.8253,                0.69181,                0.34369,                 3.3959,              0.0095842,              0.0095842,              0.0095842
                     23,                0.56915,                0.37815,                 2.2271,                0.93074,                 0.9815,                0.97538,                0.81754,                0.68083,                0.38248,                 3.3886,              0.0095644,              0.0095644,              0.0095644
                     24,                0.54292,                0.36659,                 2.2329,                0.96188,                0.96343,                0.98818,                0.83163,                0.68013,                0.34375,                 3.3184,              0.0095446,              0.0095446,              0.0095446
                     25,                0.55124,                0.37135,                 2.2526,                0.96372,                0.97054,                 0.9849,                0.82838,                0.71143,                0.34766,                 3.3178,              0.0095248,              0.0095248,              0.0095248
                     26,                0.53684,                0.36723,                 2.1891,                0.95887,                0.96628,                0.98631,                0.81428,                0.73176,                0.36227,                 3.3382,               0.009505,               0.009505,               0.009505
                     27,                0.54843,                0.37396,                 2.2214,                0.96218,                0.96747,                0.98153,                0.82847,                0.67055,                0.35128,                 3.3657,              0.0094852,              0.0094852,              0.0094852
                     28,                 0.5494,                0.37101,                 2.2342,                0.97991,                0.96006,                0.98476,                0.82169,                 0.7036,                0.34694,                 3.3307,              0.0094654,              0.0094654,              0.0094654
                     29,                0.54613,                0.38864,                  2.267,                0.93395,                0.97972,                0.98336,                0.80849,                0.73655,                0.37611,                 3.3487,              0.0094456,              0.0094456,              0.0094456
                     30,                0.55106,                0.37243,                 2.2311,                0.93484,                0.98194,                0.97579,                0.80387,                 0.7295,                0.38263,                 3.3762,              0.0094258,              0.0094258,              0.0094258
                     31,                0.53711,                0.37618,                 2.2163,                0.95427,                0.95172,                0.98215,                0.80809,                 0.7289,                0.37672,                 3.4129,               0.009406,               0.009406,               0.009406
                     32,                0.56177,                0.37357,                 2.2468,                0.93596,                0.97882,                0.97922,                0.81268,                0.70771,                0.36192,                 3.4175,              0.0093862,              0.0093862,              0.0093862
                     33,                0.53744,                0.35775,                 2.2284,                 0.9885,                 0.9932,                0.99405,                0.81649,                0.73598,                0.32617,                 3.3361,              0.0093664,              0.0093664,              0.0093664
                     34,                0.53433,                0.36747,                 2.2651,                0.95281,                 0.9826,                0.97875,                0.81795,                 0.7283,                0.35233,                  3.365,              0.0093466,              0.0093466,              0.0093466
                     35,                0.54252,                 0.3632,                 2.2293,                0.96229,                0.95221,                0.98513,                0.80647,                0.74572,                0.37099,                 3.3594,              0.0093268,              0.0093268,              0.0093268
                     36,                 0.5379,                0.36475,                 2.2077,                0.97229,                 0.9821,                0.99139,                0.82415,                 0.7165,                0.32586,                 3.3749,               0.009307,               0.009307,               0.009307
                     37,                0.52404,                0.38045,                 2.2308,                0.97128,                0.96174,                0.97666,                0.81239,                0.72043,                0.36306,                 3.3569,              0.0092872,              0.0092872,              0.0092872
                     38,                0.52405,                0.34412,                 2.1958,                 0.9807,                0.97447,                 0.9923,                0.82913,                0.70212,                0.32724,                  3.343,              0.0092674,              0.0092674,              0.0092674
                     39,                0.53391,                0.36638,                 2.2141,                0.96751,                0.96746,                0.99213,                 0.8071,                0.72812,                0.35045,                 3.3652,              0.0092476,              0.0092476,              0.0092476
                     40,                0.52461,                0.35019,                 2.2142,                0.94834,                0.97363,                0.98159,                0.81658,                0.69734,                 0.3744,                 3.3109,              0.0092278,              0.0092278,              0.0092278
                     41,                0.52792,                0.36096,                  2.223,                0.97262,                 0.9869,                0.99067,                0.83755,                0.65428,                0.32561,                 3.3234,               0.009208,               0.009208,               0.009208
                     42,                0.53322,                 0.3525,                 2.2264,                0.97004,                0.98569,                0.99353,                0.81767,                0.72525,                0.32745,                 3.3648,              0.0091882,              0.0091882,              0.0091882
                     43,                0.52095,                0.35488,                 2.2022,                0.96711,                0.95601,                0.97883,                0.81787,                0.68628,                0.35679,                 3.3363,              0.0091684,              0.0091684,              0.0091684
                     44,                0.53633,                0.36636,                  2.252,                0.94829,                0.98878,                0.98811,                 0.8298,                0.67233,                0.35132,                 3.3526,              0.0091486,              0.0091486,              0.0091486
                     45,                0.53523,                0.36833,                 2.2068,                0.94125,                0.95187,                0.97049,                0.80961,                 0.7168,                0.38602,                 3.3936,              0.0091288,              0.0091288,              0.0091288
                     46,                0.53541,                0.36239,                 2.2149,                0.98737,                0.97651,                 0.9894,                 0.8196,                 0.7148,                0.33072,                 3.3273,               0.009109,               0.009109,               0.009109
                     47,                 0.5221,                0.35623,                 2.1963,                0.96516,                0.97198,                0.97907,                0.82801,                0.65946,                 0.3475,                 3.3569,              0.0090892,              0.0090892,              0.0090892
                     48,                0.52114,                0.40134,                 2.1928,                0.98525,                0.98448,                0.99237,                0.83693,                0.70783,                0.31778,                 3.3711,              0.0090694,              0.0090694,              0.0090694
                     49,                0.51862,                0.35132,                 2.2262,                0.98298,                0.97891,                0.99256,                0.83353,                 0.6901,                0.30723,                 3.3453,              0.0090496,              0.0090496,              0.0090496
                     50,                0.53326,                 0.3581,                 2.2021,                0.97543,                0.96428,                0.98663,                0.82897,                 0.7128,                0.33592,                 3.3683,              0.0090298,              0.0090298,              0.0090298
                     51,                0.52225,                0.35245,                 2.2026,                0.94884,                0.97868,                0.97735,                0.82709,                 0.6645,                0.34594,                 3.3654,                0.00901,                0.00901,                0.00901
                     52,                 0.5163,                0.34813,                 2.1982,                0.95353,                0.93679,                0.97221,                 0.8134,                0.69479,                0.40326,                 3.3185,              0.0089902,              0.0089902,              0.0089902
                     53,                0.53498,                0.35723,                 2.1956,                0.95403,                0.99496,                0.99263,                0.82533,                0.69142,                0.32962,                 3.3839,              0.0089704,              0.0089704,              0.0089704
                     54,                0.52327,                 0.3595,                  2.195,                0.94238,                 0.9661,                0.97438,                 0.8071,                0.70081,                0.37207,                 3.3622,              0.0089506,              0.0089506,              0.0089506
                     55,                  0.525,                0.34967,                 2.2056,                0.96816,                0.97168,                0.98284,                0.82369,                0.69354,                0.32468,                 3.3417,              0.0089308,              0.0089308,              0.0089308
                     56,                0.52231,                0.35608,                 2.2145,                0.96093,                0.98569,                0.98199,                 0.8259,                0.68348,                0.33163,                 3.3726,               0.008911,               0.008911,               0.008911
                     57,                0.54731,                0.38889,                 2.2245,                0.95222,                0.96437,                0.97129,                0.81328,                0.68994,                0.36742,                 3.3897,              0.0088912,              0.0088912,              0.0088912
                     58,                0.52069,                0.34533,                 2.2071,                0.97185,                0.98875,                0.97862,                0.82056,                0.68096,                0.32915,                 3.3515,              0.0088714,              0.0088714,              0.0088714
                     59,                0.52154,                0.34677,                 2.2285,                0.93914,                  0.975,                0.98064,                0.82038,                0.69383,                0.36301,                   3.35,              0.0088516,              0.0088516,              0.0088516
                     60,                0.53225,                0.35954,                 2.2179,                0.97424,                0.98048,                0.98536,                0.82928,                  0.698,                0.32796,                 3.3209,              0.0088318,              0.0088318,              0.0088318
                     61,                0.52484,                 0.3605,                 2.1917,                0.95546,                0.97222,                0.96165,                0.80901,                0.66442,                0.35062,                 3.3783,               0.008812,               0.008812,               0.008812
                     62,                0.51289,                0.33644,                 2.1674,                0.97336,                0.94867,                0.97846,                0.82005,                0.68398,                 0.3642,                 3.3448,              0.0087922,              0.0087922,              0.0087922
                     63,                0.52047,                0.34709,                  2.208,                0.95993,                0.98646,                0.96969,                0.81671,                0.67848,                0.34247,                 3.3509,              0.0087724,              0.0087724,              0.0087724
                     64,                0.50981,                0.34411,                 2.1959,                0.96575,                0.95398,                0.96757,                0.79846,                0.73913,                0.37233,                 3.3476,              0.0087526,              0.0087526,              0.0087526
                     65,                0.50903,                 0.3396,                 2.2212,                0.95511,                0.97724,                0.96563,                0.81581,                0.67335,                0.34091,                 3.3387,              0.0087328,              0.0087328,              0.0087328
                     66,                0.50899,                0.33739,                 2.1877,                0.97117,                0.99742,                0.99433,                0.84567,                0.64778,                 0.2914,                 3.3237,               0.008713,               0.008713,               0.008713
                     67,                0.52204,                0.34429,                 2.2098,                0.96704,                0.99019,                0.99144,                0.83017,                0.67855,                0.31455,                 3.2827,              0.0086932,              0.0086932,              0.0086932
                     68,                 0.5137,                 0.3467,                 2.2014,                0.95073,                0.97789,                0.98567,                0.83396,                0.68122,                0.33685,                 3.3135,              0.0086734,              0.0086734,              0.0086734
                     69,                0.50872,                0.34956,                 2.1669,                0.96048,                 0.9867,                0.97811,                0.81676,                 0.6597,                0.33407,                 3.3779,              0.0086536,              0.0086536,              0.0086536
                     70,                0.51028,                0.34685,                 2.1969,                0.96797,                0.99278,                0.99334,                0.82388,                0.72237,                0.30888,                 3.3591,              0.0086338,              0.0086338,              0.0086338
                     71,                0.50751,                0.34866,                 2.1777,                0.95808,                0.98457,                0.98022,                0.82361,                0.69154,                0.34226,                 3.3479,               0.008614,               0.008614,               0.008614
                     72,                0.51347,                0.34568,                 2.2386,                 0.9597,                0.98648,                0.99241,                0.84405,                0.67259,                0.31408,                 3.2881,              0.0085942,              0.0085942,              0.0085942
                     73,                0.51475,                0.34448,                 2.2148,                0.96281,                0.98667,                0.99283,                0.84928,                0.63728,                 0.3255,                 3.3608,              0.0085744,              0.0085744,              0.0085744
                     74,                0.50819,                0.35119,                 2.1764,                0.96384,                0.96094,                0.98212,                0.83204,                0.64984,                0.34174,                 3.3284,              0.0085546,              0.0085546,              0.0085546
                     75,                0.51068,                 0.3461,                 2.2028,                0.97616,                0.98878,                0.98811,                0.82901,                0.69385,                0.30661,                 3.3689,              0.0085348,              0.0085348,              0.0085348
                     76,                0.50221,                0.33974,                 2.1817,                0.97304,                 0.9811,                0.98891,                 0.8164,                0.73037,                0.31548,                 3.3769,               0.008515,               0.008515,               0.008515
                     77,                0.50256,                0.33735,                   2.19,                0.96432,                 0.9865,                 0.9795,                0.83476,                0.66173,                0.32007,                 3.3657,              0.0084952,              0.0084952,              0.0084952
                     78,                0.50346,                0.34017,                 2.2196,                0.98026,                 0.9788,                0.97903,                0.82941,                0.68192,                0.31238,                 3.3037,              0.0084754,              0.0084754,              0.0084754
                     79,                0.51148,                 0.3451,                 2.1926,                0.91827,                0.96819,                 0.9799,                0.82386,                0.68711,                0.38556,                 3.3834,              0.0084556,              0.0084556,              0.0084556
                     80,                0.50772,                0.34079,                 2.2169,                0.96493,                0.97447,                0.97844,                0.79891,                 0.7695,                 0.3499,                 3.3842,              0.0084358,              0.0084358,              0.0084358
                     81,                0.49574,                0.32943,                 2.1909,                0.98057,                0.98414,                0.98842,                 0.8246,                0.67476,                0.32124,                 3.3849,               0.008416,               0.008416,               0.008416
                     82,                0.50602,                0.34205,                  2.175,                0.96447,                0.97859,                0.97631,                0.82048,                0.70093,                 0.3326,                   3.32,              0.0083962,              0.0083962,              0.0083962
                     83,                  0.512,                0.33639,                 2.2124,                 0.9709,                0.98256,                0.97342,                 0.8234,                0.67914,                0.33052,                 3.3282,              0.0083764,              0.0083764,              0.0083764
                     84,                0.50237,                0.33769,                 2.1955,                0.96986,                0.98693,                0.99206,                 0.8428,                0.67348,                0.30885,                 3.3519,              0.0083566,              0.0083566,              0.0083566
                     85,                0.49738,                 0.3297,                 2.1842,                0.98474,                0.98213,                0.98578,                 0.8337,                0.68443,                0.30747,                 3.3605,              0.0083368,              0.0083368,              0.0083368
                     86,                0.51402,                 0.3437,                 2.2539,                0.96273,                0.99049,                0.98345,                0.82394,                0.69821,                0.32469,                 3.3833,               0.008317,               0.008317,               0.008317
                     87,                0.49726,                0.34066,                 2.1931,                0.96657,                0.98457,                0.98655,                0.83613,                0.65816,                0.30531,                 3.3785,              0.0082972,              0.0082972,              0.0082972
                     88,                0.51212,                0.33916,                 2.2135,                0.96374,                0.98109,                0.97545,                0.82416,                0.67829,                0.34188,                 3.3399,              0.0082774,              0.0082774,              0.0082774
                     89,                0.49308,                 0.3283,                 2.1778,                 0.9563,                0.98808,                0.97877,                0.82272,                0.69583,                 0.3417,                 3.3773,              0.0082576,              0.0082576,              0.0082576
                     90,                0.49661,                0.33555,                  2.186,                0.95281,                0.95833,                0.97471,                0.81622,                0.71485,                0.36478,                 3.3644,              0.0082378,              0.0082378,              0.0082378
                     91,                0.49968,                0.33734,                 2.1934,                0.96206,                0.98735,                0.98663,                0.83816,                 0.6696,                0.32357,                 3.3453,               0.008218,               0.008218,               0.008218
                     92,                 0.4906,                0.33003,                    2.2,                0.96267,                0.97524,                0.98849,                0.83639,                0.65376,                0.32225,                 3.3933,              0.0081982,              0.0081982,              0.0081982
                     93,                0.49407,                0.33035,                 2.1751,                0.96561,                0.98697,                0.98795,                0.84135,                0.66962,                0.29967,                 3.3592,              0.0081784,              0.0081784,              0.0081784
                     94,                0.48994,                0.32344,                 2.1641,                0.97757,                0.98457,                0.98315,                0.81616,                0.70888,                0.31499,                 3.3589,              0.0081586,              0.0081586,              0.0081586
                     95,                0.48788,                0.32807,                 2.1863,                 0.9826,                0.98646,                0.98921,                0.83658,                0.67817,                 0.3025,                 3.4199,              0.0081388,              0.0081388,              0.0081388
                     96,                0.49793,                0.33073,                  2.178,                0.96821,                 0.9763,                 0.9836,                0.83802,                0.65727,                0.31129,                 3.3417,               0.008119,               0.008119,               0.008119
                     97,                0.50064,                0.33771,                 2.1667,                0.95916,                0.99201,                0.97761,                 0.8317,                0.66674,                0.33787,                 3.3616,              0.0080992,              0.0080992,              0.0080992
                     98,                0.50803,                0.33353,                  2.192,                0.95884,                0.98756,                0.98375,                0.82808,                0.67501,                0.31716,                  3.377,              0.0080794,              0.0080794,              0.0080794
                     99,                0.49495,                0.33758,                 2.1847,                0.94092,                0.98478,                0.96861,                0.81201,                0.68908,                0.34521,                 3.3041,              0.0080596,              0.0080596,              0.0080596
                    100,                0.49486,                0.32845,                 2.1736,                 0.9734,                0.96186,                0.98599,                0.83035,                0.67181,                0.32289,                 3.3088,              0.0080398,              0.0080398,              0.0080398
                    101,                0.48383,                0.32512,                 2.1823,                0.95174,                0.99428,                0.98963,                0.83627,                0.66264,                0.30023,                 3.3313,                0.00802,                0.00802,                0.00802
                    102,                0.49269,                0.33436,                 2.1793,                0.97336,                0.99032,                0.98513,                0.83278,                0.68745,                0.30559,                 3.3456,              0.0080002,              0.0080002,              0.0080002
                    103,                0.48941,                 0.3284,                 2.1974,                0.95226,                0.98837,                0.98549,                0.83557,                0.66362,                0.32026,                 3.3432,              0.0079804,              0.0079804,              0.0079804
                    104,                0.48164,                0.32314,                 2.1711,                 0.9698,                0.97108,                0.97934,                 0.8357,                0.66334,                0.32326,                 3.3781,              0.0079606,              0.0079606,              0.0079606
                    105,                 0.4916,                0.32069,                 2.1693,                0.96749,                0.97649,                0.97334,                0.83063,                0.64609,                0.31847,                 3.2968,              0.0079408,              0.0079408,              0.0079408
                    106,                0.51503,                0.33463,                 2.2206,                0.96258,                0.97938,                0.97607,                0.83316,                0.66921,                0.32599,                 3.3398,               0.007921,               0.007921,               0.007921
                    107,                0.48273,                0.32593,                 2.1742,                 0.9699,                0.97856,                 0.9706,                0.82917,                0.66808,                0.32772,                  3.347,              0.0079012,              0.0079012,              0.0079012
                    108,                0.47526,                0.32278,                 2.1606,                0.98949,                0.98029,                0.99228,                0.83962,                0.69256,                0.30033,                 3.3707,              0.0078814,              0.0078814,              0.0078814
                    109,                0.47907,                0.32271,                  2.148,                 0.9443,                0.98859,                0.97831,                 0.8281,                0.68726,                0.33637,                 3.3551,              0.0078616,              0.0078616,              0.0078616
                    110,                0.48482,                0.32528,                 2.1719,                0.96509,                0.98861,                0.98837,                0.83494,                 0.6931,                0.30913,                 3.3648,              0.0078418,              0.0078418,              0.0078418
                    111,                0.49324,                0.32514,                 2.1679,                0.97543,                0.97364,                0.98714,                0.83421,                0.68407,                0.31398,                 3.3114,               0.007822,               0.007822,               0.007822
                    112,                0.48405,                0.31882,                 2.1594,                0.98326,                0.98569,                0.99021,                0.84264,                 0.6827,                0.30491,                 3.3081,              0.0078022,              0.0078022,              0.0078022
                    113,                0.48804,                0.34034,                 2.1625,                0.98236,                0.98233,                0.98893,                0.83946,                 0.6586,                0.29451,                  3.323,              0.0077824,              0.0077824,              0.0077824
                    114,                0.48089,                0.31971,                 2.1871,                 0.9758,                0.98812,                 0.9931,                0.84292,                0.69178,                0.29421,                 3.2917,              0.0077626,              0.0077626,              0.0077626
                    115,                0.47249,                0.31769,                 2.1994,                0.94044,                0.99186,                0.97664,                0.82759,                0.66153,                0.32524,                  3.301,              0.0077428,              0.0077428,              0.0077428
                    116,                0.49879,                 0.3358,                  2.187,                0.94621,                0.98686,                0.97551,                 0.8379,                0.64055,                0.32422,                 3.3492,               0.007723,               0.007723,               0.007723
                    117,                0.47869,                0.32184,                  2.171,                0.97276,                0.98427,                0.97998,                0.83384,                0.65365,                0.31434,                 3.3469,              0.0077032,              0.0077032,              0.0077032
                    118,                0.48914,                0.32461,                 2.2128,                0.98265,                0.98441,                0.99329,                  0.849,                0.65806,                0.29273,                 3.3395,              0.0076834,              0.0076834,              0.0076834
                    119,                0.48276,                0.32238,                 2.1456,                0.97577,                0.98404,                0.98556,                0.83092,                0.68764,                0.30041,                 3.2981,              0.0076636,              0.0076636,              0.0076636
                    120,                0.47924,                0.31841,                 2.1617,                0.96149,                0.98419,                0.98624,                 0.8416,                0.67922,                0.30459,                 3.4101,              0.0076438,              0.0076438,              0.0076438
                    121,                0.48039,                0.32332,                 2.1674,                0.96505,                0.97384,                0.97433,                0.83008,                 0.6705,                0.32082,                 3.3813,               0.007624,               0.007624,               0.007624
                    122,                0.48031,                0.31811,                 2.1702,                0.96925,                0.97343,                0.97948,                0.82877,                0.68549,                0.31914,                 3.3489,              0.0076042,              0.0076042,              0.0076042
                    123,                0.47634,                0.31343,                 2.1654,                0.96999,                0.98051,                0.97211,                0.82403,                0.67264,                0.31038,                 3.3597,              0.0075844,              0.0075844,              0.0075844
                    124,                0.48517,                0.33126,                 2.1758,                0.97397,                0.98765,                0.97871,                0.83877,                0.64812,                0.29453,                  3.366,              0.0075646,              0.0075646,              0.0075646
                    125,                0.48843,                0.32374,                 2.1708,                 0.9636,                0.97447,                0.97626,                 0.8327,                0.65966,                0.31484,                 3.3677,              0.0075448,              0.0075448,              0.0075448
                    126,                0.48987,                0.32298,                 2.1835,                0.97113,                0.97026,                0.97889,                 0.8269,                0.69536,                0.32546,                 3.3293,               0.007525,               0.007525,               0.007525
                    127,                0.47516,                0.32153,                 2.1669,                 0.9661,                0.98137,                0.97411,                0.82499,                0.66328,                0.30883,                 3.3114,              0.0075052,              0.0075052,              0.0075052
                    128,                0.47723,                0.31145,                  2.173,                0.95305,                0.98148,                0.97597,                0.82801,                0.68583,                0.32182,                 3.3243,              0.0074854,              0.0074854,              0.0074854
                    129,                0.47501,                0.31991,                 2.1791,                0.94121,                0.99451,                0.98811,                0.83311,                0.68324,                0.32063,                 3.3884,              0.0074656,              0.0074656,              0.0074656
                    130,                0.47498,                0.31657,                 2.1609,                0.95478,                0.98078,                0.98007,                0.83429,                0.65923,                0.32506,                   3.34,              0.0074458,              0.0074458,              0.0074458
                    131,                 0.4766,                 0.3143,                  2.154,                  0.966,                0.97952,                0.98386,                 0.8322,                0.69973,                 0.3164,                 3.3215,               0.007426,               0.007426,               0.007426
                    132,                0.48452,                0.31693,                 2.1784,                0.96806,                0.97241,                0.97241,                0.82691,                0.67881,                0.31644,                 3.3435,              0.0074062,              0.0074062,              0.0074062
                    133,                0.47391,                0.31465,                 2.1766,                0.96394,                0.97672,                0.98357,                0.83171,                0.68344,                 0.3262,                 3.3526,              0.0073864,              0.0073864,              0.0073864
                    134,                0.47067,                0.30363,                 2.1468,                0.96044,                0.98169,                 0.9772,                0.82903,                0.67108,                0.32943,                 3.3355,              0.0073666,              0.0073666,              0.0073666
                    135,                0.48013,                 0.3248,                 2.1634,                0.97275,                0.96521,                0.98165,                0.82218,                0.70408,                0.32159,                 3.2973,              0.0073468,              0.0073468,              0.0073468
                    136,                 0.4753,                0.31408,                 2.1959,                0.95414,                0.99292,                0.98163,                0.83047,                0.69257,                0.31633,                  3.336,               0.007327,               0.007327,               0.007327
                    137,                0.48047,                 0.3211,                 2.1722,                0.96294,                0.98746,                0.96762,                0.80685,                0.69321,                0.32929,                 3.3874,              0.0073072,              0.0073072,              0.0073072
                    138,                0.46029,                0.31242,                  2.165,                0.97723,                0.97974,                0.99046,                0.83797,                0.68247,                0.30348,                 3.3353,              0.0072874,              0.0072874,              0.0072874
                    139,                0.47965,                0.31381,                 2.1815,                 0.9715,                0.97559,                0.98531,                0.82023,                0.72284,                0.31507,                 3.3219,              0.0072676,              0.0072676,              0.0072676
                    140,                 0.4724,                0.31204,                 2.1794,                0.97276,                0.98359,                0.98411,                0.82759,                0.71617,                0.31587,                 3.3628,              0.0072478,              0.0072478,              0.0072478
                    141,                0.48339,                0.32184,                 2.1888,                0.96534,                 0.9784,                0.96852,                0.82028,                0.70316,                0.33783,                 3.3398,               0.007228,               0.007228,               0.007228
                    142,                0.47599,                 0.3167,                 2.1638,                0.96457,                0.98641,                0.97895,                0.83306,                0.66715,                0.31617,                 3.3222,              0.0072082,              0.0072082,              0.0072082
                    143,                0.48091,                0.31463,                 2.1858,                 0.9772,                0.97626,                0.98391,                0.83802,                0.66917,                0.30537,                  3.293,              0.0071884,              0.0071884,              0.0071884
                    144,                0.46657,                0.30805,                 2.1519,                0.97927,                0.97115,                0.98837,                0.84398,                 0.6582,                0.30377,                 3.3053,              0.0071686,              0.0071686,              0.0071686
                    145,                0.48176,                0.32127,                 2.1873,                0.97081,                0.98701,                0.99191,                0.83951,                0.65311,                0.29606,                 3.3644,              0.0071488,              0.0071488,              0.0071488
                    146,                0.47623,                0.31652,                 2.1703,                0.98224,                0.96829,                  0.991,                0.84023,                0.67265,                 0.3042,                 3.2995,               0.007129,               0.007129,               0.007129
                    147,                0.46808,                0.30979,                 2.1598,                0.98649,                0.97024,                0.99087,                0.84674,                0.64972,                0.28776,                 3.3376,              0.0071092,              0.0071092,              0.0071092
                    148,                0.46601,                0.31528,                  2.158,                0.97186,                0.97072,                0.99055,                0.84047,                0.66174,                0.30214,                 3.3792,              0.0070894,              0.0070894,              0.0070894
                    149,                0.46168,                0.31268,                 2.1603,                0.96362,                0.99046,                0.98974,                0.84124,                0.65888,                0.29497,                 3.3573,              0.0070696,              0.0070696,              0.0070696
                    150,                0.47114,                0.31631,                 2.1763,                0.95696,                0.97132,                 0.9668,                0.81944,                0.65753,                0.33067,                 3.3194,              0.0070498,              0.0070498,              0.0070498
                    151,                0.47513,                0.31739,                 2.2002,                0.96676,                0.97668,                 0.9876,                0.84646,                0.66682,                0.29742,                 3.3634,                0.00703,                0.00703,                0.00703
                    152,                0.46788,                0.32087,                 2.1823,                0.97053,                0.97602,                 0.9687,                0.81509,                0.67601,                0.32774,                 3.3447,              0.0070102,              0.0070102,              0.0070102
                    153,                0.47115,                 0.3144,                  2.188,                0.95605,                0.99074,                0.98313,                0.83824,                0.66201,                0.30423,                 3.3273,              0.0069904,              0.0069904,              0.0069904
                    154,                0.47594,                 0.3185,                 2.1832,                0.97979,                0.98798,                0.99157,                0.84259,                0.66389,                 0.2905,                  3.283,              0.0069706,              0.0069706,              0.0069706
                    155,                0.46311,                0.31023,                 2.1634,                0.97728,                0.98944,                0.99247,                0.84816,                0.65222,                0.29397,                 3.3021,              0.0069508,              0.0069508,              0.0069508
                    156,                0.46967,                0.31424,                 2.1682,                0.97425,                0.99368,                0.99333,                0.84756,                0.64384,                0.27325,                 3.3302,               0.006931,               0.006931,               0.006931
                    157,                0.47396,                0.31307,                 2.1727,                0.97603,                0.98457,                0.97709,                0.84391,                0.63831,                0.29873,                  3.348,              0.0069112,              0.0069112,              0.0069112
                    158,                 0.4684,                0.31066,                 2.1492,                0.97417,                0.98457,                0.98133,                0.84128,                0.64533,                  0.292,                 3.2969,              0.0068914,              0.0068914,              0.0068914
                    159,                0.46673,                0.30917,                 2.1668,                0.96649,                0.98762,                0.98782,                0.85361,                0.64227,                0.29467,                 3.3196,              0.0068716,              0.0068716,              0.0068716
                    160,                0.47197,                0.31347,                 2.1651,                0.98516,                0.98736,                0.99388,                 0.8515,                0.68283,                0.28603,                 3.3176,              0.0068518,              0.0068518,              0.0068518
                    161,                0.45785,                0.29893,                 2.1767,                0.96708,                0.99211,                0.99402,                0.85353,                0.65813,                0.28448,                 3.3056,               0.006832,               0.006832,               0.006832
                    162,                0.45955,                0.30598,                 2.1364,                 0.9755,                0.98738,                0.98049,                0.83274,                0.67922,                 0.3051,                 3.3309,              0.0068122,              0.0068122,              0.0068122
                    163,                0.46096,                0.31376,                 2.1504,                0.96102,                0.99383,                0.98255,                0.83368,                0.66022,                0.30134,                 3.2857,              0.0067924,              0.0067924,              0.0067924
                    164,                0.46482,                0.30652,                 2.1437,                0.97961,                0.98346,                0.98257,                0.83614,                 0.6499,                0.29474,                 3.2951,              0.0067726,              0.0067726,              0.0067726
                    165,                0.46123,                0.30716,                 2.1685,                0.97234,                0.98861,                0.98654,                0.84998,                0.64564,                 0.2877,                 3.3206,              0.0067528,              0.0067528,              0.0067528
                    166,                 0.4632,                0.30988,                 2.1494,                0.98501,                0.98891,                0.99057,                0.84773,                0.65128,                0.28436,                 3.3306,               0.006733,               0.006733,               0.006733
                    167,                0.45042,                0.30279,                  2.129,                0.97739,                0.98765,                0.98906,                0.84355,                0.64746,                0.28661,                 3.3275,              0.0067132,              0.0067132,              0.0067132
                    168,                0.45794,                 0.2989,                 2.1351,                0.98134,                0.98699,                0.98857,                0.85307,                0.63881,                0.27286,                 3.2851,              0.0066934,              0.0066934,              0.0066934
                    169,                0.44585,                0.28797,                 2.1518,                0.97021,                0.98684,                0.97634,                0.83376,                0.64585,                0.28888,                 3.3056,              0.0066736,              0.0066736,              0.0066736
                    170,                0.45752,                0.29972,                 2.1555,                0.96436,                0.97804,                0.96606,                0.82404,                0.66987,                0.33059,                 3.3247,              0.0066538,              0.0066538,              0.0066538
                    171,                0.44687,                0.29842,                 2.1519,                 0.9643,                0.97765,                0.96656,                0.81838,                0.66142,                0.31715,                 3.3216,               0.006634,               0.006634,               0.006634
                    172,                0.46051,                0.31502,                 2.1928,                 0.9645,                0.98854,                 0.9712,                0.82795,                0.65184,                0.29895,                 3.3134,              0.0066142,              0.0066142,              0.0066142
                    173,                0.47633,                 0.3142,                 2.1605,                 0.9697,                0.97835,                0.97878,                0.83213,                0.65009,                 0.3128,                 3.3065,              0.0065944,              0.0065944,              0.0065944
                    174,                0.45772,                0.30632,                 2.1494,                0.97658,                 0.9826,                0.97772,                0.82689,                0.66305,                0.31118,                 3.2879,              0.0065746,              0.0065746,              0.0065746
                    175,                0.46417,                 0.3158,                 2.1742,                0.98299,                0.98723,                0.97885,                0.83301,                 0.6573,                0.29899,                 3.3073,              0.0065548,              0.0065548,              0.0065548
                    176,                0.46201,                0.31118,                 2.1434,                 0.9818,                0.98765,                0.98002,                0.83249,                0.67383,                0.29793,                 3.3095,               0.006535,               0.006535,               0.006535
                    177,                 0.4642,                0.29974,                 2.1531,                0.97796,                0.98208,                0.97699,                0.83298,                0.65662,                 0.3105,                 3.2873,              0.0065152,              0.0065152,              0.0065152
                    178,                0.45846,                0.30025,                 2.1783,                 0.9695,                0.97597,                0.96907,                0.82402,                0.65442,                 0.3178,                 3.3078,              0.0064954,              0.0064954,              0.0064954
                    179,                 0.4655,                0.31118,                 2.2003,                0.97491,                0.97457,                0.97568,                0.82843,                0.67951,                0.31521,                 3.3114,              0.0064756,              0.0064756,              0.0064756
                    180,                0.45917,                0.30613,                 2.1628,                0.96224,                0.99333,                0.98972,                0.84535,                0.65994,                0.29043,                 3.3233,              0.0064558,              0.0064558,              0.0064558
